236.9433,24.4465,-40.9786 
241.9429,24.3058,-39.4580 
241.9274,24.8587,-39.4616 
241.8554,25.4069,-39.4825 
241.7277,25.9443,-39.5202 
241.5458,26.4647,-39.5746 
241.3118,26.9622,-39.6448 
241.0282,27.4312,-39.7301 
240.6984,27.8663,-39.8296 
240.3260,28.2627,-39.9421 
239.9153,28.6158,-40.0663 
239.4710,28.9217,-40.2009 
238.9980,29.1768,-40.3442 
238.5018,29.3783,-40.4948 
237.9879,29.5240,-40.6508 
237.4622,29.6120,-40.8106 
236.9307,29.6416,-40.9722 
236.3993,29.6123,-41.1339 
235.8742,29.5245,-41.2938 
235.3611,29.3791,-41.4502 
234.8660,29.1779,-41.6012 
234.3945,28.9231,-41.7451 
233.9519,28.6176,-41.8804 
233.5432,28.2648,-42.0054 
233.1730,27.8688,-42.1188 
232.8455,27.4340,-42.2193 
232.5645,26.9655,-42.3057 
232.3330,26.4683,-42.3771 
232.1538,25.9483,-42.4326 
232.0289,25.4113,-42.4717 
231.9596,24.8634,-42.4939 
231.9468,24.3108,-42.4989 
231.9906,23.7596,-42.4866 
232.0905,23.2163,-42.4573 
232.2453,22.6869,-42.4113 
232.4534,22.1774,-42.3490 
232.7123,21.6936,-42.2711 
233.0192,21.2410,-42.1787 
233.3706,20.8247,-42.0726 
233.7624,20.4494,-41.9542 
234.1903,20.1193,-41.8247 
234.6494,19.8383,-41.6855 
235.1345,19.6095,-41.5384 
235.6401,19.4354,-41.3850 
236.1605,19.3182,-41.2269 
236.6898,19.2590,-41.0660 
237.2220,19.2586,-40.9041 
237.7511,19.3170,-40.7430 
238.2711,19.4335,-40.5846 
238.7760,19.6068,-40.4307 
239.2602,19.8350,-40.2829 
239.7181,20.1154,-40.1431 
240.1447,20.4450,-40.0127 
240.5349,20.8199,-39.8932 
240.8845,21.2359,-39.7860 
241.1894,21.6883,-39.6924 
241.4462,22.1720,-39.6133 
241.6520,22.6815,-39.5497 
241.8044,23.2109,-39.5023 
241.9018,23.7544,-39.4716 
241.9429,24.3058,-39.4580 

160.7496,71.1661,-54.2916 
169.4768,70.9311,-50.9254 
169.4501,71.9148,-50.9356 
169.3246,72.8899,-50.9839 
169.1019,73.8455,-51.0697 
168.7845,74.7705,-51.1921 
168.3759,75.6546,-51.3496 
167.8809,76.4876,-51.5405 
167.3051,77.2601,-51.7625 
166.6550,77.9634,-52.0132 
165.9382,78.5894,-52.2896 
165.1627,79.1310,-52.5887 
164.3374,79.5823,-52.9070 
163.4716,79.9380,-53.2409 
162.5752,80.1942,-53.5866 
161.6584,80.3480,-53.9402 
160.7316,80.3978,-54.2977 
159.8053,80.3429,-54.6550 
158.8899,80.1841,-55.0081 
157.9959,79.9233,-55.3530 
157.1333,79.5633,-55.6857 
156.3119,79.1084,-56.0026 
155.5409,78.5637,-56.3000 
154.8290,77.9354,-56.5746 
154.1844,77.2306,-56.8234 
153.6141,76.4573,-57.0434 
153.1247,75.6242,-57.2322 
152.7217,74.7409,-57.3878 
152.4095,73.8171,-57.5082 
152.1917,72.8635,-57.5923 
152.0707,71.8907,-57.6391 
152.0480,70.9097,-57.6479 
152.1237,69.9316,-57.6188 
152.2970,68.9674,-57.5520 
152.5659,68.0280,-57.4484 
152.9275,67.1240,-57.3090 
153.3777,66.2657,-57.1354 
153.9114,65.4626,-56.9296 
154.5226,64.7240,-56.6940 
155.2044,64.0582,-56.4310 
155.9491,63.4726,-56.1438 
156.7485,62.9740,-55.8355 
157.5933,62.5681,-55.5097 
158.4741,62.2595,-55.1700 
159.3810,62.0516,-54.8202 
160.3036,61.9470,-54.4644 
161.2316,61.9467,-54.1064 
162.1543,62.0510,-53.7505 
163.0615,62.2586,-53.4006 
163.9426,62.5673,-53.0607 
164.7879,62.9736,-52.7346 
165.5875,63.4728,-52.4261 
166.3325,64.0594,-52.1387 
167.0143,64.7268,-51.8757 
167.6252,65.4673,-51.6400 
168.1582,66.2727,-51.4343 
168.6073,67.1336,-51.2611 
168.9672,68.0404,-51.1221 
169.2340,68.9828,-51.0192 
169.4045,69.9500,-50.9533 
169.4768,70.9311,-50.9254 

234.4895,122.3912,-36.1558 
239.4172,122.3158,-34.0229 
239.4020,122.8667,-34.0301 
239.3311,123.4122,-34.0613 
239.2053,123.9461,-34.1163 
239.0260,124.4624,-34.1944 
238.7953,124.9551,-34.2948 
238.5158,125.4186,-34.4162 
238.1907,125.8478,-34.5574 
237.8236,126.2376,-34.7167 
237.4188,126.5838,-34.8922 
236.9809,126.8825,-35.0820 
236.5148,127.1301,-35.2840 
236.0259,127.3240,-35.4958 
235.5197,127.4619,-35.7151 
235.0019,127.5423,-35.9393 
234.4785,127.5644,-36.1658 
233.9553,127.5278,-36.3923 
233.4383,127.4331,-36.6159 
232.9333,127.2812,-36.8344 
232.4460,127.0741,-37.0450 
231.9820,126.8139,-37.2456 
231.5465,126.5038,-37.4338 
231.1443,126.1471,-37.6075 
230.7801,125.7480,-37.7647 
230.4580,125.3109,-37.9037 
230.1815,124.8408,-38.0229 
229.9539,124.3431,-38.1209 
229.7775,123.8233,-38.1967 
229.6546,123.2874,-38.2494 
229.5863,122.7413,-38.2784 
229.5736,122.1912,-38.2834 
229.6164,121.6435,-38.2643 
229.7145,121.1041,-38.2213 
229.8666,120.5793,-38.1549 
230.0710,120.0750,-38.0659 
230.3254,119.5968,-37.9553 
230.6271,119.1502,-37.8243 
230.9725,118.7402,-37.6744 
231.3578,118.3715,-37.5073 
231.7786,118.0482,-37.3248 
232.2303,117.7741,-37.1290 
232.7076,117.5522,-36.9222 
233.2052,117.3850,-36.7067 
233.7174,117.2745,-36.4849 
234.2386,117.2220,-36.2592 
234.7627,117.2280,-36.0324 
235.2838,117.2926,-35.8069 
235.7961,117.4149,-35.5853 
236.2936,117.5937,-35.3701 
236.7708,117.8269,-35.1638 
237.2223,118.1119,-34.9687 
237.6428,118.4455,-34.7870 
238.0277,118.8239,-34.6208 
238.3725,119.2428,-34.4720 
238.6734,119.6975,-34.3423 
238.9268,120.1827,-34.2331 
239.1299,120.6931,-34.1457 
239.2804,121.2228,-34.0811 
239.3765,121.7657,-34.0400 
239.4172,122.3158,-34.0229 

