347.3927,203.8238,24.4432
371.8359,371.6974
371.2835,370.5990
369.6515,368.4518
367.0135,365.3529
363.4888,361.4423
359.2366,356.8968
354.4492,351.9217
349.3429,346.7420
344.1484,341.5916
339.1006,336.7035
334.4275,332.2984
330.3403,328.5755
327.0238,325.7029
324.6278,323.8107
323.2607,322.9841
322.9841,323.2607
323.8107,324.6278
325.7029,327.0238
328.5755,330.3403
332.2984,334.4275
336.7035,339.1006
341.5916,344.1484
346.7420,349.3429
351.9217,354.4492
356.8968,359.2366
361.4423,363.4888
365.3529,367.0135
368.4518,369.6515
370.5990,371.2835
371.6974,371.8359
203.8238,206.4219
208.9906,211.5008
213.9240,216.2328
218.4009,220.4039
222.2190,223.8257
225.2058,226.3436
227.2262,227.8437
228.1891,228.2583
228.0507,227.5686
226.8175,225.8058
224.5451,223.0496
221.3363,219.4245
217.3360,215.0944
212.7250,210.2548
207.7118,205.1247
202.5229,199.9358
197.3927,194.9225
192.5532,190.3116
188.2231,186.3113
184.5979,183.1024
181.8417,180.8301
180.0789,179.5968
179.3893,179.4585
179.8038,180.4213
181.3040,182.4418
183.8218,185.4285
187.2437,189.2467
191.4148,193.7236
196.1467,198.6569
201.2256,203.8238
889.0552,655.5659,25.8550
914.9101,914.7637
914.3259,913.6018
912.5996,911.3306
909.8093,908.0527
906.0810,903.9163
901.5832,899.1082
896.5193,893.8458
891.1180,888.3669
885.6236,882.9191
880.2842,877.7486
875.3412,873.0891
871.0179,869.1511
867.5099,866.1127
864.9755,864.1111
863.5294,863.2368
863.2368,863.5294
864.1111,864.9755
866.1127,867.5099
869.1511,871.0179
873.0891,875.3412
877.7486,880.2842
882.9191,885.6236
888.3669,891.1180
893.8458,896.5193
899.1082,901.5832
903.9163,906.0810
908.0527,909.8093
911.3306,912.5996
913.6018,914.3259
914.7637,914.9101
655.5659,658.3141
661.0312,663.6864
666.2495,668.6916
670.9850,673.1037
675.0236,676.7231
678.1829,679.3864
680.3200,680.9732
681.3385,681.4117
681.1922,680.6822
679.8877,678.8176
677.4841,675.9022
674.0899,672.0677
669.8586,667.4875
664.9813,662.3684
659.6785,656.9420
654.1899,651.4533
648.7634,646.1506
643.6444,641.2733
639.0641,637.0420
635.2297,633.6478
632.3142,631.2441
630.4496,629.9397
629.7201,629.7934
630.1587,630.8118
631.7454,632.9489
634.4087,636.1082
638.0282,640.1469
642.4402,644.8823
647.4455,650.1006
652.8177,655.5659
320.3582,691.0304,25.4548
345.8130,345.6688
345.2378,344.5249
343.5382,342.2889
340.7910,339.0617
337.1205,334.9893
332.6923,330.2556
327.7068,325.0747
322.3891,319.6806
316.9797,314.3171
311.7230,309.2266
306.8565,304.6393
302.6002,300.7623
299.1464,297.7709
296.6513,295.8003
295.2275,294.9395
294.9395,295.2275
295.8003,296.6513
297.7709,299.1464
300.7623,302.6002
304.6393,306.8565
309.2266,311.7230
314.3171,316.9797
319.6806,322.3891
325.0747,327.7068
330.2556,332.6923
334.9893,337.1205
339.0617,340.7910
342.2889,343.5382
344.5249,345.2378
345.6688,345.8130
691.0304,693.7361
696.4111,699.0252
701.5487,703.9529
706.2108,708.2967
710.1869,711.8601
713.2973,714.4822
715.4014,716.0444
716.4040,716.4762
716.2600,715.7580
714.9757,713.9222
712.6093,711.0519
709.2677,707.2768
705.1018,702.7674
700.3001,697.7276
695.0794,692.3852
689.6757,686.9815
684.3332,681.7608
679.2934,676.9590
674.7841,672.7932
671.0089,669.4516
668.1387,667.0851
666.3029,665.8009
665.5847,665.6568
666.0164,666.6595
667.5787,668.7635
670.2007,671.8739
673.7642,675.8500
678.1079,680.5122
683.0357,685.6497
688.3248,691.0304
778.9299,204.1140,23.7580
802.6879,802.5533
802.1510,801.4857
800.5647,799.3987
798.0007,796.3867
794.5748,792.5857
790.4419,788.1676
785.7886,783.3320
780.8255,778.2975
775.7766,773.2915
770.8703,768.5404
766.3282,764.2588
762.3556,760.6402
759.1320,757.8482
756.8032,756.0090
755.4744,755.2056
755.2056,755.4744
756.0090,756.8032
757.8482,759.1320
760.6402,762.3556
764.2588,766.3282
768.5404,770.8703
773.2915,775.7766
778.2975,780.8255
783.3320,785.7886
788.1676,790.4419
792.5857,794.5748
796.3867,798.0007
799.3987,800.5647
801.4857,802.1510
802.5533,802.6879
204.1140,206.6393
209.1360,211.5758
213.9311,216.1751
218.2825,220.2293
221.9936,223.5552
224.8966,226.0025
226.8604,227.4606
227.7963,227.8636
227.6618,227.1932
226.4632,225.4799
224.2545,222.8009
221.1356,219.2774
217.2474,215.0686
212.7657,210.3648
207.8930,205.3785
202.8496,200.3350
197.8632,195.4623
193.1594,190.9806
188.9506,187.0924
185.4271,183.9736
182.7482,181.7649
181.0348,180.5662
180.3644,180.4318
180.7674,181.3676
182.2255,183.3314
184.6728,186.2344
187.9987,189.9455
192.0529,194.2969
196.6522,199.0920
201.5887,204.1140
