911.3160,257.4946,32.4175
943.7335,943.5498
943.0010,942.0931
940.8365,939.2454
937.3379,935.1355
932.6633,929.9492
927.0239,923.9207
920.6747,917.3226
913.9024,910.4530
907.0133,903.6224
900.3187,897.1396
894.1211,891.2974
888.7005,886.3599
884.3020,882.5502
881.1244,880.0406
879.3112,878.9444
878.9444,879.3112
880.0406,881.1244
882.5502,884.3020
886.3599,888.7005
891.2974,894.1211
897.1396,900.3187
903.6224,907.0133
910.4530,913.9024
917.3226,920.6747
923.9207,927.0239
929.9492,932.6633
935.1355,937.3379
939.2454,940.8365
942.0931,943.0010
943.5498,943.7335
257.4946,260.9403
264.3470,267.6761
270.8899,273.9518
276.8273,279.4837
281.8910,284.0219
285.8522,287.3612
288.5318,289.3507
289.8087,289.9006
289.6253,288.9859
287.9897,286.6480
284.9760,282.9926
280.7203,278.1848
275.4150,272.4420
269.2997,266.0237
262.6510,259.2199
255.7692,252.3381
248.9654,245.6894
242.5471,239.5741
236.8043,234.2688
231.9965,230.0131
228.3411,226.9994
226.0032,225.3638
225.0885,225.1804
225.6384,226.4573
227.6279,229.1369
230.9672,233.0981
235.5054,238.1618
241.0373,244.0992
247.3130,250.6421
254.0488,257.4946
388.2245,474.9494,26.9777
415.2022,415.0494
414.5926,413.8371
412.7914,411.4673
409.8798,408.0470
405.9896,403.7310
401.2966,398.7141
396.0128,393.2232
390.3770,387.5063
384.6439,381.8220
379.0726,376.4270
373.9150,371.5651
369.4040,367.4561
365.7436,364.2858
363.0992,362.1973
361.5903,361.2850
361.2850,361.5903
362.1973,363.0992
364.2858,365.7436
367.4561,369.4040
371.5651,373.9150
376.4270,379.0726
381.8220,384.6439
387.5063,390.3770
393.2232,396.0128
398.7141,401.2966
403.7310,405.9896
408.0470,409.8798
411.4673,412.7914
413.8371,414.5926
415.0494,415.2022
474.9494,477.8169
480.6520,483.4224
486.0969,488.6450
491.0380,493.2487
495.2520,497.0253
498.5485,499.8043
500.7784,501.4599
501.8411,501.9175
501.6884,501.1563
500.3273,499.2108
497.8193,496.1687
494.2777,492.1677
489.8627,487.3886
484.7736,482.0473
479.2405,476.3852
473.5136,470.6582
467.8515,465.1252
462.5102,460.0361
457.7310,455.6210
453.7300,452.0794
450.6880,449.5714
448.7424,448.2103
447.9812,448.0577
448.4388,449.1203
450.0945,451.3503
452.8734,454.6467
456.6501,458.8607
461.2537,463.8019
466.4763,469.2468
472.0818,474.9494
273.9099,257.9411,28.7791
302.6890,302.5260
302.0387,301.2327
300.1172,298.7047
297.0112,295.0561
292.8613,290.4518
287.8549,285.0999
282.2182,279.2424
276.2061,273.1438
270.0902,267.0799
264.1469,261.3246
258.6449,256.1381
253.8327,251.7548
249.9279,248.3727
247.1069,246.1447
245.4972,245.1716
245.1716,245.4972
246.1447,247.1069
248.3727,249.9279
251.7548,253.8327
256.1381,258.6449
261.3246,264.1469
267.0799,270.0902
273.1438,276.2061
279.2424,282.2182
285.0999,287.8549
290.4518,292.8613
295.0561,297.0112
298.7047,300.1172
301.2327,302.0387
302.5260,302.6890
257.9411,261.0001
264.0245,266.9799
269.8330,272.5513
275.1040,277.4623
279.5994,281.4911
283.1160,284.4556
285.4948,286.2219
286.6284,286.7100
286.4656,285.8980
285.0136,283.8225
282.3381,280.5773
278.5601,276.3092
273.8502,271.2109
268.4213,265.5129
262.5188,259.4728
256.4094,253.3634
250.3692,247.4609
244.6712,242.0320
239.5730,237.3221
235.3048,233.5440
232.0597,230.8686
229.9842,229.4166
229.1722,229.2537
229.6603,230.3873
231.4265,232.7662
234.3910,236.2828
238.4199,240.7782
243.3309,246.0492
248.9022,251.8577
254.8820,257.9411
903.8981,652.8983,28.0281
931.9263,931.7675
931.2929,930.5080
929.4215,928.0459
926.3966,924.4925
922.3550,920.0084
917.4792,914.7961
911.9896,909.0914
906.1344,903.1520
900.1781,897.2463
894.3899,891.6412
889.0314,886.5901
884.3448,882.3211
880.5419,879.0273
877.7945,876.8575
876.2268,875.9097
875.9097,876.2268
876.8575,877.7945
879.0273,880.5419
882.3211,884.3448
886.5901,889.0314
891.6412,894.3899
897.2463,900.1781
903.1520,906.1344
909.0914,911.9896
914.7961,917.4792
920.0084,922.3550
924.4925,926.3966
928.0459,929.4215
930.5080,931.2929
931.7675,931.9263
652.8983,655.8775
658.8230,661.7013
664.4799,667.1272
669.6134,671.9101
673.9915,675.8338
677.4163,678.7210
679.7331,680.4411
680.8371,680.9165
680.6785,680.1257
679.2644,678.1043
676.6587,674.9439
672.9792,670.7871
668.3922,665.8219
663.1050,660.2726
