143.4853,36.6744,12.3749 
147.9165,36.7712,11.8258 
147.9009,37.2186,11.9854 
147.8354,37.6598,12.1494 
147.7205,38.0899,12.3160 
147.5577,38.5039,12.4833 
147.3487,38.8973,12.6493 
147.0959,39.2654,12.8122 
146.8022,39.6041,12.9702 
146.4710,39.9097,13.1214 
146.1059,40.1786,13.2641 
145.7111,40.4078,13.3968 
145.2911,40.5947,13.5179 
144.8507,40.7372,13.6261 
144.3947,40.8337,13.7200 
143.9285,40.8830,13.7988 
143.4573,40.8846,13.8614 
142.9864,40.8386,13.9071 
142.5211,40.7453,13.9355 
142.0668,40.6060,13.9462 
141.6285,40.4221,13.9391 
141.2113,40.1957,13.9143 
140.8198,39.9294,13.8721 
140.4586,39.6263,13.8128 
140.1316,39.2897,13.7373 
139.8426,38.9234,13.6464 
139.5950,38.5317,13.5410 
139.3914,38.1190,13.4225 
139.2341,37.6899,13.2920 
139.1251,37.2493,13.1512 
139.0654,36.8021,13.0016 
139.0559,36.3535,12.8449 
139.0965,35.9086,12.6828 
139.1868,35.4723,12.5173 
139.3259,35.0497,12.3501 
139.5120,34.6455,12.1833 
139.7432,34.2642,12.0186 
140.0168,33.9103,11.8579 
140.3297,33.5876,11.7031 
140.6783,33.3000,11.5559 
141.0588,33.0506,11.4180 
141.4667,32.8422,11.2909 
141.8975,32.6773,11.1761 
142.3464,32.5576,11.0749 
142.8081,32.4846,10.9884 
143.2775,32.4591,10.9177 
143.7492,32.4813,10.8634 
144.2180,32.5510,10.8263 
144.6784,32.6675,10.8067 
145.1254,32.8293,10.8049 
145.5538,33.0347,10.8208 
145.9587,33.2814,10.8544 
146.3356,33.5665,10.9052 
146.6802,33.8868,10.9727 
146.9886,34.2388,11.0560 
147.2573,34.6183,11.1543 
147.4833,35.0211,11.2664 
147.6640,35.4426,11.3911 
147.7973,35.8781,11.5269 
147.8818,36.3226,11.6724 
147.9165,36.7712,11.8258 

252.1858,41.2496,0.1870 
258.2896,41.3707,-0.5374 
258.2681,41.9856,-0.3182 
258.1778,42.5922,-0.0933 
258.0195,43.1836,0.1348 
257.7952,43.7531,0.3635 
257.5072,44.2942,0.5902 
257.1590,44.8008,0.8123 
256.7545,45.2672,1.0273 
256.2981,45.6880,1.2328 
255.7952,46.0585,1.4264 
255.2514,46.3745,1.6060 
254.6729,46.6325,1.7695 
254.0662,46.8295,1.9151 
253.4382,46.9632,2.0411 
252.7960,47.0322,2.1461 
252.1469,47.0357,2.2289 
251.4983,46.9736,2.2885 
250.8574,46.8466,2.3244 
250.2317,46.6563,2.3360 
249.6280,46.4047,2.3233 
249.0534,46.0947,2.2863 
248.5142,45.7298,2.2256 
248.0167,45.3141,2.1418 
247.5664,44.8524,2.0358 
247.1685,44.3499,1.9089 
246.8274,43.8123,1.7625 
246.5470,43.2456,1.5982 
246.3305,42.6563,1.4180 
246.1803,42.0511,1.2238 
246.0982,41.4368,1.0178 
246.0850,40.8204,0.8025 
246.1410,40.2088,0.5801 
246.2654,39.6091,0.3533 
246.4570,39.0279,0.1247 
246.7134,38.4719,-0.1033 
247.0318,37.9473,-0.3280 
